keyword,parent_keyword,cluster,category,monthly_pc,monthly_mobile,monthly_total,competition,source_seed,trend_1m,trend_3m,trend_momentum,seasonality,web_result_count,demand_supply_ratio,competition_ratio,result_count_checked_at,commercial_intent,freshness,longtail_score,content_fit,opportunity_score,score_valid,score_invalid_reasons,data_coverage,novelty_score,theme_state,seed_source,exploration_bucket,status,discovered_at,last_checked,source,depth,confidence,content_types,intent,action,closest_url,overlap,reason,strategy,volume_note,search_ads_checked_at,datalab_checked_at,pending_validation,pending_retry_count,pending_last_attempt_at,pending_validation_expired
보험잔존물,자동차폐차가격,자동차말소,recovery:자동차,40,110,150,높음,현대자동차서비스센터,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,13.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,3,LOW,evergreen|informational,informational,REJECT,/kor/report/car/car-full-paint-cost-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T03:41:13.811116+09:00,,,,,
수출중고차,자동차폐차가격,자동차말소,recovery:자동차,60,180,240,높음,중고차수출가격,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,13.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,3,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/togo-tsevie.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
전손차량구매,자동차폐차가격,자동차말소,recovery:자동차,20,130,150,높음,중고차수출가격,,,,,526445,0.00028493,3509.63,2026-09-24T13:58:59.873721+09:00,0.9,0.2,0.27,0.4,,False,trend_missing,70,13.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,3,LOW,commercial|evergreen|informational,informational,NEW_PAGE,/kor/report/coin/ars-guide.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-26T20:30:34.794344+09:00,2026-09-26T20:30:34.794344+09:00,False,3,2026-09-24T13:58:59.873721+09:00,True
중고차수출시세,자동차폐차가격,자동차말소,recovery:자동차,410,1410,1820,높음,중고차수출가격,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,13.2,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,3,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/alm-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-26T20:30:34.794344+09:00,,,,,
캠핑전기,,캠핑전기,recovery:캠핑,90,430,520,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,0,LOW,evergreen|informational,informational,REJECT,/kor/report/seasonal/mosquito-repellent-recommendation.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑용발전기,캠핑 전기,캠핑전기,recovery:캠핑,90,360,450,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/namibia-omatako.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑용배터리,캠핑 전기,캠핑전기,recovery:캠핑,320,1190,1510,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/namibia-omatako.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑배터리,캠핑 전기,캠핑전기,recovery:캠핑,190,720,910,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/window/windows11-battery-life-optimization.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
잭커리파워뱅크,캠핑 전기,캠핑전기,recovery:캠핑,640,2650,3290,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/42-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
잭커리,캠핑 전기,캠핑전기,recovery:캠핑,740,1280,2020,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.06,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/42-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
재커리파워뱅크,캠핑 전기,캠핑전기,recovery:캠핑,70,410,480,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/42-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
차박용품,캠핑 전기,캠핑전기,recovery:캠핑,930,2660,3590,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/camp-gear/tarp-recommendation.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑파워뱅크,캠핑 전기,캠핑전기,recovery:캠핑,500,2320,2820,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/camp/changwon.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
대용량파워뱅크,캠핑 전기,캠핑전기,recovery:캠핑,100,340,440,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/costco/costco-beauty-2026.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
재커리,캠핑 전기,캠핑전기,recovery:캠핑,60,130,190,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.06,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/42-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑용파워뱅크,캠핑 전기,캠핑전기,recovery:캠핑,150,350,500,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/namibia-omatako.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
파워뱅크추천,캠핑 전기,캠핑전기,recovery:캠핑,160,500,660,높음,캠핑 전기,-4.0,-5.33,-4.0,0.392,,,,,0.9,0.2,0.27,0.4,42.83,True,,80,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,NEW,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,MEDIUM,commercial|evergreen|informational,informational,NEW_PAGE,/kor/report/travel/germany-hamburg.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-24T06:12:53.537660+09:00,2026-09-24T06:12:53.537660+09:00,,,,
캠핑용품,캠핑 전기,캠핑전기,recovery:캠핑,8170,23700,31870,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/namibia-omatako.html,SAME_INTENT,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑보조배터리,캠핑 전기,캠핑전기,recovery:캠핑,80,270,350,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/util/power-bank-wh-calculator/,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑용보조배터리,캠핑 전기,캠핑전기,recovery:캠핑,2330,6430,8760,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/util/power-bank-wh-calculator/,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
캠핑카발전기,캠핑 전기,캠핑전기,recovery:캠핑,,20,20,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/aiv-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-24T06:12:53.537660+09:00,,,,,
대구발전기대여,캠핑 전기,캠핑전기,recovery:캠핑,10,10,20,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/aiv-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
소형발전기,캠핑 전기,캠핑전기,recovery:캠핑,430,1630,2060,높음,캠핑 전기,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/coin/aiv-guide.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
파워뱅크렌탈,캠핑 전기,캠핑전기,recovery:캠핑,100,160,260,중간,캠핑 전기,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,60.4,EXPERIMENT_THEME,ZERO_RECOVERY_EXTERNAL_FRAGMENT,new_theme,REJECTED,2026-09-24T06:12:53.537660+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,1,LOW,evergreen|informational,informational,REJECT,/kor/report/travel/belgium-lokeren.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T06:12:53.537660+09:00,,,,,
파키스탄비자,호주워킹홀리데이비자,미국영어,recovery:미국,150,140,290,중간,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/pakistan.html,HIGH_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
사우디아라비아비자,호주워킹홀리데이비자,미국영어,recovery:미국,90,80,170,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.18000000000000002,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/saudiarabia.html,HIGH_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
호주학생비자,호주워킹홀리데이비자,미국영어,recovery:미국,200,850,1050,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/jordan.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
가나비자,호주워킹홀리데이비자,미국영어,recovery:미국,20,10,30,중간,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/ghana.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
호주유학,호주워킹홀리데이비자,미국영어,recovery:미국,430,1340,1770,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/laos.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
태국비자대행,호주워킹홀리데이비자,미국영어,recovery:미국,10,20,30,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/thailand.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
호주워킹홀리데이비용,호주워킹홀리데이비자,미국영어,recovery:미국,10,40,50,높음,호주워킹홀리데이비자,,,,,246521,0.00020282,4930.42,2026-09-24T19:23:50.236700+09:00,0.9,0.2,0.45,0.4,,False,trend_missing,70,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,commercial|evergreen|informational,informational,NEW_PAGE,/kor/report/visa/czech.html,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-24T07:59:23.737077+09:00,2026-09-25T22:53:19.272882+09:00,False,3,2026-09-24T19:23:50.236700+09:00,True
호주워홀신청,호주워킹홀리데이비자,미국영어,recovery:미국,260,380,640,높음,호주워킹홀리데이비자,-8.45,58.73,-8.45,0.944,223430,0.00286443,349.11,2026-09-24T07:59:23.737077+09:00,0.3,0.2,0.27,0.4,38.98,True,,100,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,HIGH,evergreen|how-to|informational,how-to,NEW_PAGE,/kor/report/visa/portugal.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-24T07:59:23.737077+09:00,2026-09-24T07:59:23.737077+09:00,False,0,,False
뉴질랜드워홀,호주워킹홀리데이비자,미국영어,recovery:미국,370,1470,1840,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.12,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/newzealand.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
유럽비자대행,호주워킹홀리데이비자,미국영어,recovery:미국,,,0,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.12,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/visa/,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-24T07:59:23.737077+09:00,,,,,
스페인비자대행,호주워킹홀리데이비자,미국영어,recovery:미국,,,0,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/visa/spain.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-24T07:59:23.737077+09:00,,,,,
캐나다워킹홀리데이신청,호주워킹홀리데이비자,미국영어,recovery:미국,130,140,270,높음,호주워킹홀리데이비자,12.32,-4.43,12.32,0.621,774942,0.00034841,2870.16,2026-09-24T07:59:23.737077+09:00,0.3,0.2,0.49500000000000005,0.4,38.43,True,,100,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,HIGH,evergreen|how-to|informational,how-to,NEW_PAGE,/kor/report/visa/czech.html,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-24T07:59:23.737077+09:00,2026-09-24T07:59:23.737077+09:00,False,0,,False
태국비자,호주워킹홀리데이비자,미국영어,recovery:미국,470,1510,1980,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.08000000000000002,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/thailand.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
프랑스비자대행,호주워킹홀리데이비자,미국영어,recovery:미국,,,0,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/visa/france.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-24T07:59:23.737077+09:00,,,,,
워킹홀리데이유학원,호주워킹홀리데이비자,미국영어,recovery:미국,,,0,낮음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.18000000000000002,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/visa/sweden.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-24T07:59:23.737077+09:00,,,,,
워킹홀리데이신청,호주워킹홀리데이비자,미국영어,recovery:미국,50,120,170,높음,호주워킹홀리데이비자,,,,,1105043,0.00015384,6500.25,2026-09-24T19:23:50.236700+09:00,0.3,0.2,0.36000000000000004,0.4,,False,trend_missing,70,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,NEW,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|how-to|informational,how-to,NEW_PAGE,/kor/report/visa/czech.html,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,,2026-09-24T07:59:23.737077+09:00,2026-09-25T22:53:19.272882+09:00,False,3,2026-09-24T19:23:50.236700+09:00,True
유학박람회,호주워킹홀리데이비자,미국영어,recovery:미국,1150,2910,4060,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/uk.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
스페인비자,호주워킹홀리데이비자,미국영어,recovery:미국,300,830,1130,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.1,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/spain.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
이탈리아비자대행,호주워킹홀리데이비자,미국영어,recovery:미국,,,0,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.16000000000000003,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/visa/italy.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,LOWER_BOUND_CENSORED,2026-09-24T07:59:23.737077+09:00,,,,,
카자흐스탄비자,호주워킹홀리데이비자,미국영어,recovery:미국,270,900,1170,높음,호주워킹홀리데이비자,,,,,,,,,0.3,0.2,0.13999999999999999,0.4,,False,trend_missing|web_result_missing,50,0.6,EXPERIMENT_THEME,NAVER_SEARCHAD,new_theme,REJECTED,2026-09-24T07:59:23.737077+09:00,2026-09-26T20:30:34.794344+09:00,NAVER_SEARCHAD,4,LOW,evergreen|informational,informational,REJECT,/kor/report/visa/kazakhstan.html,HIGH_OVERLAP,UNCLEAR_OR_BROAD_INTENT,discovery,,2026-09-24T07:59:23.737077+09:00,,,,,
